"Cary,+NC",-78.7811169,35.79154
"Honolulu,+HI",-157.8583333,21.3069444
"King+of+Prussia,+PA",-75.3835525,40.1012856
"Beaverton,+OR",-122.8013332,45.4887993
"Fort+Belvoir,+VA",-77.15426839999999,38.71887160000001
"Charleston,+SC",-79.93105120000001,32.7764749
"Newark,+NJ",-74.1723667,40.735657
"Milpitas,+CA",-121.8995741,37.4323341
"Pleasanton,+CA",-121.8746789,37.6624312
"Hillsboro,+OR",-122.9365835,45.5200114
"Englewood,+CO",-104.9877597,39.6477653
"Tulsa,+OK",-95.99277500000001,36.1539816
"Greenville,+SC",-82.3940104,34.85261759999999
"Andover,+MA",-71.1367953,42.6583356
"Des+Moines,+IA",-93.6249593,41.5868353
"Columbia,+SC",-81.0348144,34.0007104
"Research+Triangle+Park,+NC",-78.86364019999999,35.8991678
"Manassas,+VA",-77.47526669999999,38.7509488
"Broomfield,+CO",-105.0866504,39.9205411
"Vienna,+VA",-77.2652604,38.9012225
"Framingham,+MA",-71.4161565,42.279286
"Bedford,+MA",-71.2760089,42.4906231
"Lexington,+MA",-71.2271531,42.4473497
"Southfield,+MI",-83.2218731,42.4733688
"Melbourne,+FL",-80.60810889999999,28.0836269
"Laurel,+MD",-76.8483061,39.0992752
"Stamford,+CT",-73.5387341,41.0534302
"Baton+Rouge,+LA",-91.18714659999999,30.4514677
"Albany,+NY",-73.7562317,42.6525793
"Greensboro,+NC",-79.7919754,36.0726354
"Malvern,+PA",-75.5138118,40.0362184
"Dulles,+VA",-77.4380485,38.9624899
"Hanover,+MD",-76.7228227,39.19550419999999
"Westminster,+CO",-105.0372046,39.8366528
"Greenwood+Village,+CO",-104.9508141,39.6172101
"Knoxville,+TN",-83.9207392,35.9606384
"South+San+Francisco,+CA",-122.4077498,37.654656
"Virginia+Beach,+VA",-75.97798499999999,36.8529263
"Lincoln,+NE",-96.7025955,40.813616
"Farmington+Hills,+MI",-83.3677168,42.4989936
"Parsippany,+NJ",-74.41738769999999,40.8652865
"Falls+Church,+VA",-77.1710914,38.88233400000001
"San+Ramon,+CA",-121.9780153,37.7799273
"Providence,+RI",-71.4128343,41.8239891
"Cedar+Rapids,+IA",-91.6656232,41.9778795
"Boca+Raton,+FL",-80.1289321,26.3683064
"Novi,+MI",-83.4754913,42.48059
"Marlborough,+MA",-71.5522874,42.3459271
"Manhattan,+NY",-73.9712488,40.7830603
"Gaithersburg,+MD",-77.2013705,39.1434406
"Aberdeen+Proving+Ground,+MD",-76.1203982,39.4632824
"Centennial,+CO",-104.8771726,39.5807452
"Winston-Salem,+NC",-80.244216,36.09985959999999
"Kent,+WA",-122.2348432,47.3809335
"Wichita,+KS",-97.33005299999999,37.68717609999999
"Lansing,+MI",-84.5555347,42.732535
"Torrance,+CA",-118.3406288,33.8358492
"Silver+Spring,+MD",-77.026088,38.99066570000001
"Sterling,+VA",-77.4291298,39.0066993
"Bloomington,+MN",-93.2982799,44.840798
"Lexington,+KY",-84.5037164,38.0405837
"Littleton,+CO",-105.0166498,39.613321
"Bentonville,+AR",-94.2088172,36.3728538
"Little+Rock,+AR",-92.28959479999999,34.7464809
"Harrisburg,+PA",-76.8867008,40.2731911
"Long+Beach,+CA",-118.1937395,33.7700504
"Aberdeen,+MD",-76.16411970000001,39.5095556
"San+Francisco+Bay+Area,+CA",-122.2913078,37.8271784
"Pensacola,+FL",-87.2169149,30.42130899999999
"Kirkland,+WA",-122.2059833,47.6768927
"Edison,+NJ",-74.4120953,40.5187154
"Dearborn,+MI",-83.17631449999999,42.3222599
California,-119.4179324,36.778261
"Arlington,+TX",-97.10806559999999,32.735687
"Worcester,+MA",-71.8022934,42.2625932
"Chattanooga,+TN",-85.3096801,35.0456297
"Schaumburg,+IL",-88.0834059,42.0333607
"Anaheim,+CA",-117.9143012,33.8365932
"Vancouver,+WA",-122.6727305,45.6272259
"Reno,+NV",-119.8138027,39.5296329
"Lexington+Park,+MD",-76.4620928,38.2575517
"Everett,+WA",-122.2020795,47.9789848
"Franklin,+TN",-86.8688899,35.9250637
Massachusetts,-71.3824374,42.4072107
"Addison,+TX",-96.82916850000001,32.96179
"Santa+Ana,+CA",-117.867653,33.7454725
"Newark,+DE",-75.74965720000002,39.6837226
"Patuxent+River,+MD",-76.71020589999999,38.73481
"Ashburn,+VA",-77.4874416,39.0437567
"Clearwater,+FL",-82.8001026,27.9658533
"Plymouth,+MN",-93.4555093,45.0105194
"Duluth,+GA",-84.1446376,34.0028786
"El+Paso,+TX",-106.4850217,31.7618778
"San+Bruno,+CA",-122.4110835,37.6304904
"Sacramento,+CA",-121.4943996,38.5815719
"Allentown,+PA",-75.4714098,40.6022939
"Livonia,+MI",-83.35270969999999,42.36837
"Burbank,+CA",-118.3089661,34.1808392
"Minnetonka,+MN",-93.4687489,44.9211836
"Fort+Collins,+CO",-105.084423,40.5852602
"Woburn,+MA",-71.1522765,42.4792618
"Anchorage,+AK",-149.9002778,61.2180556
"Brentwood,+TN",-86.78277720000001,36.0331164
"Fort+Bragg,+NC",-79.0079949,35.1414552
"Bridgewater,+NJ",-74.6049061,40.5939636
"Mesa,+AZ",-111.8314724,33.4151843
"Norcross,+GA",-84.2135309,33.9412127
"Costa+Mesa,+CA",-117.9188221,33.6412156
"Bothell,+WA",-122.2054452,47.76011099999999
"Eagan,+MN",-93.1668858,44.8041322
"Grand+Prairie,+TX",-96.99778459999999,32.7459645
"Dublin,+OH",-83.1140771,40.0992294
"Tallahassee,+FL",-84.28073289999999,30.4382559
"Foster+City,+CA",-122.2710788,37.5585465
"Waukesha,+WI",-88.2314813,43.0116784
"Plymouth,+MI",-83.4702132,42.3714253
"Lenexa,+KS",-94.73357089999999,38.9536174
"West+Palm+Beach,+FL",-80.0533746,26.7153424
"Bronx,+NY",-73.8648268,40.8447819
Virginia,-78.6568942,37.4315734
"Fort+Wayne,+IN",-85.1393513,41.079273
"Tysons+Corner,+VA",-77.2310925,38.9187222
"Charlottesville,+VA",-78.47667810000002,38.0293059
"Sioux+Falls,+SD",-96.728333,43.5473028
"Lehi,+UT",-111.8507662,40.3916172
"Akron,+OH",-81.51900529999999,41.0814447
"Warren,+MI",-83.01465259999999,42.5144566
"Northbrook,+IL",-87.82895479999999,42.1275267
"West+Chester,+PA",-75.6054882,39.9606643
"Natick,+MA",-71.3468091,42.2775281
Michigan,-85.60236429999999,44.3148443
"Nashua,+NH",-71.46756599999999,42.7653662
"Carlsbad,+CA",-117.3505939,33.1580933
"Queens,+NY",-73.7948516,40.7282239
"Culver+City,+CA",-118.3964665,34.0211224
"Newport+News,+VA",-76.4730122,37.0870821
New+Jersey,-74.4056612,40.0583238
"Melville,+NY",-73.41512139999999,40.7934322
"Greenbelt,+MD",-76.87552819999999,39.0045544
"Emeryville,+CA",-122.2852473,37.831316
"Lake+Mary,+FL",-81.3178446,28.7588833
"Manchester,+NH",-71.4547891,42.9956397
"Naperville,+IL",-88.1535352,41.7508391
"Mount+Laurel,+NJ",-74.89099879999999,39.934002
"Kansas+City,+KS",-94.62678729999999,39.11553139999999
"Carmel,+IN",-86.1180435,39.978371
"Fargo,+ND",-96.7898034,46.8771863
"Hoboken,+NJ",-74.0323626,40.7439905
"Tacoma,+WA",-122.4442906,47.2528768
"Springfield,+MA",-72.589811,42.1014831
"Oak+Brook,+IL",-87.95355339999999,41.8397865
"Wilmington,+MA",-71.1724467,42.5481714
"Newport+Beach,+CA",-117.9298493,33.6188829
"Portland,+ME",-70.2568189,43.6590993
"Orange,+CA",-117.8531007,33.7879139
"Annapolis,+MD",-76.4921829,38.9784453
"Brookfield,+WI",-88.1064787,43.0605671
"Fort+Huachuca,+AZ",-110.3499216,31.5552157
"Draper,+UT",-111.8638226,40.5246711
"O'Fallon,+MO",-90.69984769999999,38.8106075
Florida,-81.5157535,27.6648274
"Hampton,+VA",-76.34522179999999,37.0298687
"Lakewood,+CO",-105.0813734,39.7047095
"Round+Rock,+TX",-97.678896,30.5082551
"Newark,+CA",-122.0402399,37.5296593
"Glendale,+CA",-118.255075,34.1425078
"Chesterfield,+MO",-90.5770675,38.6631083
"Florham+Park,+NJ",-74.3882072,40.787878
"Woodland+Hills,+CA",-118.6089752,34.165357
"Renton,+WA",-122.2079218,47.4796927
"Quantico,+VA",-77.2900787,38.5229229
"Marietta,+GA",-84.5499327,33.95260200000001
"Horsham,+PA",-75.1285061,40.1784422
"Linthicum,+MD",-76.6527456,39.2051077
"Lewisville,+TX",-96.994174,33.046233
"Deerfield,+IL",-87.8445119,42.1711365
"Berkeley,+CA",-122.272747,37.8715926
"Lowell,+MA",-71.31617179999999,42.6334247
"Needham,+MA",-71.23775479999999,42.2809285
"Wright-Patterson+AFB,+OH",-84.05374479999999,39.8137298
"Quincy,+MA",-71.0022705,42.2528772
"Fayetteville,+NC",-78.87835849999999,35.0526641
"Gainesville,+FL",-82.32482619999999,29.6516344
"Exton,+PA",-75.6274583,40.0325817
"Chapel+Hill,+NC",-79.0558445,35.9131996
"Gilbert,+AZ",-111.789027,33.3528264
Texas,-99.9018131,31.9685988
"San+Juan,+PR",-66.1057355,18.4655394
"Frisco,+TX",-96.82361159999999,33.1506744
"York,+PA",-76.727745,39.9625984
New+York+State,-74.21793260000001,43.2994285
"Cupertino,+CA",-122.0321823,37.3229978
"Spokane,+WA",-117.4260465,47.6587802
"McKinney,+TX",-96.6397822,33.1972465
"Portsmouth,+NH",-70.7625532,43.0717552
"Windsor,+CT",-72.64370219999999,41.8525984
"Cherry+Hill,+NJ",-75.0246312,39.926813
"Plymouth+Meeting,+PA",-75.2743467,40.1023319
"Olathe,+KS",-94.81912849999999,38.8813958
"Billerica,+MA",-71.2689461,42.5584218
"Wayne,+PA",-75.3698895,40.0415996
"Chesapeake,+VA",-76.2874927,36.7682088
"Los+Alamos,+NM",-106.3031138,35.8800364
"Mason,+OH",-84.309939,39.3600586
"Sunrise,+FL",-80.25659499999999,26.1669711
Illinois,-89.3985283,40.6331249
"Somerville,+MA",-71.0994968,42.3875968
Ohio,-82.90712300000001,40.4172871
"Westborough,+MA",-71.61612939999999,42.2695216
"White+Plains,+NY",-73.7629097,41.03398620000001
"Brooklyn+Park,+MN",-93.3563405,45.0941315
"Longmont,+CO",-105.1019275,40.1672068
"Piscataway,+NJ",-74.4642861,40.554887
"Hayward,+CA",-122.0807964,37.6688205
"San+Carlos,+CA",-122.2605222,37.5071591
"South+Jordan,+UT",-111.929658,40.5621704
"New+Brunswick,+NJ",-74.4518188,40.4862157
"North+Charleston,+SC",-79.9748103,32.8546197
"Germantown,+MD",-77.2716502,39.1731621
"Los+Gatos,+CA",-121.9623751,37.2358078
"Downers+Grove,+IL",-88.01117459999999,41.8089191
"Mechanicsburg,+PA",-77.0085876,40.2142565
"Carrollton,+TX",-96.8899636,32.9756415
"Erie,+PA",-80.085059,42.12922409999999
"Aliso+Viejo,+CA",-117.7262981,33.5684605
"Somerset,+NJ",-74.48848679999999,40.497604
"Golden,+CO",-105.2210997,39.755543
"Kennesaw,+GA",-84.6154897,34.0234337
"Appleton,+WI",-88.41538469999999,44.2619309
"Menomonee+Falls,+WI",-88.1173132,43.1788967
"Glen+Allen,+VA",-77.5063739,37.665978
"Mobile,+AL",-88.0398912,30.6953657
"Frederick,+MD",-77.4105409,39.41426879999999
"East+Hartford,+CT",-72.6128339,41.7634219
"Newton,+MA",-71.20922139999999,42.3370413
United+States,-95.712891,37.09024
"Evanston,+IL",-87.68769689999999,42.0450722
Pennsylvania,-77.1945247,41.2033216
"West+Des+Moines,+IA",-93.711332,41.5772115
"Minneapolis-Saint+Paul,+MN",-93.20099979999999,44.9374831
"Lisle,+IL",-88.0747875,41.801141
"Issaquah,+WA",-122.0326191,47.5301011
"Northridge,+CA",-118.530123,34.2381251
"Norwalk,+CT",-73.4081575,41.11774399999999
"Sierra+Vista,+AZ",-110.2772856,31.5455001
"Beavercreek,+OH",-84.06326849999999,39.7092262
"Riverwoods,+IL",-87.897014,42.1675254
"Tysons,+VA",-77.2310925,38.9187222
"Lancaster,+PA",-76.17837390000001,40.0466571
"Stanford,+CA",-122.1660756,37.42410599999999
"Mooresville,+NC",-80.8081413,35.5859146
"Ogden,+UT",-111.9738304,41.223
"Secaucus,+NJ",-74.05652979999999,40.7895453
"Scott+AFB,+IL",-89.8550095,38.5415911
"Tarrytown,+NY",-73.85874609999999,41.0762077
"Santa+Barbara,+CA",-119.6981901,34.4208305
"Rockford,+IL",-89.0939952,42.2711311
"Edgewood,+MD",-76.2944016,39.4187194
"Maplewood,+MN",-92.9952153,44.9530215
"Farmington,+CT",-72.79502699999999,41.7360305
North+Carolina,-79.01929969999999,35.7595731
"Moorestown,+NJ",-74.948886,39.9688817
"Bolingbrook,+IL",-88.0683955,41.69864159999999
"Redondo+Beach,+CA",-118.3884078,33.8491816
"Lake+Forest,+CA",-117.6861023,33.6469437
"Richland,+WA",-119.2751996,46.28042000000001
"Palm+Bay,+FL",-80.5886646,28.0344621
"Burlingame,+CA",-122.34809,37.5778696
"Coral+Gables,+FL",-80.2635411,25.7491968
"Alameda,+CA",-122.2416355,37.7652065
"Louisville,+CO",-105.1319296,39.977763
"Hill+AFB,+UT",-111.9826984,41.10968
"Wilmington,+NC",-77.8868117,34.2103894
"Dahlgren,+VA",-77.0510857,38.3312379
"Plantation,+FL",-80.23310359999999,26.1275862
"Kalamazoo,+MI",-85.5872286,42.2917069
"Canonsburg,+PA",-80.18727969999999,40.2625702
"Livermore,+CA",-121.7680088,37.6818745
"Conshohocken,+PA",-75.3015714,40.0792766
"Rolling+Meadows,+IL",-88.0131275,42.0841936
"Aurora,+IL",-88.32007150000001,41.7605849
"Southlake,+TX",-97.1341783,32.9412363
"Provo,+UT",-111.6585337,40.2338438
"College+Park,+MD",-76.93776,38.9896967
"Bala-Cynwyd,+PA",-75.23040379999999,40.0131418
"Campbell,+CA",-121.9499568,37.2871651
"Coppell,+TX",-97.01500779999999,32.9545687
"Tewksbury,+MA",-71.23422479999999,42.6106478
"Maitland,+FL",-81.36312439999999,28.6277767
"Cypress,+CA",-118.0368507,33.8169366
"Buffalo+Grove,+IL",-87.9631308,42.1662831
"Fullerton,+CA",-117.9242123,33.8703645
"Lake+Forest,+IL",-87.840625,42.2586342
"Newtown+Square,+PA",-75.4007058,39.9868904
"Fort+Mill,+SC",-80.94507589999999,35.0073697
"Columbus,+IN",-85.9213796,39.2014404
"Huntington+Beach,+CA",-117.9988026,33.6594835
"Sugar+Land,+TX",-95.6349463,29.6196787
"Lanham,+MD",-76.8620327,38.96851119999999
"Warner+Robins,+GA",-83.624201,32.6130007
"Hunt+Valley,+MD",-76.65850739999999,39.4900013
"Camden,+NJ",-75.1196199,39.9259463
"Lincolnshire,+IL",-87.9084039,42.1900249
"Owings+Mills,+MD",-76.7802528,39.4195499
"Clayton,+MO",-90.32372629999999,38.6425518
"Camp+Hill,+PA",-76.9199742,40.23981180000001
"Maryland+Heights,+MO",-90.42984009999999,38.7131073
"Fort+Myers,+FL",-81.8723084,26.640628
"Township+of+Warren,+NJ",-74.50047959999999,40.6342489
"Morristown,+NJ",-74.4815438,40.79676670000001
"Dublin,+CA",-121.9357918,37.7021521
"Watertown,+MA",-71.1828321,42.3709299
"Chelmsford,+MA",-71.3672838,42.5998139
"Hopkinton,+MA",-71.5225646,42.22869540000001
"Elgin,+IL",-88.2825668,42.0354084
"Miramar,+FL",-80.30356019999999,25.9860762
"Brea,+CA",-117.9002918,33.916475
"Allen,+TX",-96.67055030000002,33.1031744
"Novato,+CA",-122.5697032,38.1074198
"Gardena,+CA",-118.3089624,33.8883487
"North+Reading,+MA",-71.0786653,42.5750939
"Stafford,+VA",-77.4083086,38.4220687
"Iowa+City,+IA",-91.5301683,41.6611277
"Chevy+Chase,+MD",-77.07886669999999,38.9692771
"Bethlehem,+PA",-75.37045789999999,40.6259316
"Maple+Grove,+MN",-93.4557877,45.0724642
"Job,+WV",-79.5569984,38.8642774
"Long+Island+City,+NY",-73.9485424,40.744679
"Yonkers,+NY",-73.89874689999999,40.9312099
"East+Palo+Alto,+CA",-122.1410751,37.4688273
"Largo,+FL",-82.7873244,27.9094665
"Hanscom+AFB,+MA",-71.27431229999999,42.4579955
"Twinsburg,+OH",-81.4401129,41.3125552
"San+Leandro,+CA",-122.1560768,37.7249296
"Hawthorne,+CA",-118.3525748,33.9164032
"Wilsonville,+OR",-122.7726501,45.3029903
"Coraopolis,+PA",-80.1667247,40.5184013
"Norwood,+MA",-71.19896949999999,42.19439089999999
"Rosemont,+IL",-87.8721602,41.98675069999999
"Englewood+Cliffs,+NJ",-73.9523597,40.88537729999999
"Greenwich,+CT",-73.6281964,41.0262417
"Pennington,+NJ",-74.790718,40.3284402
"Middleton,+WI",-89.5042876,43.09721740000001
"Toledo,+OH",-83.5378674,41.6528052
"Champaign,+IL",-88.2433829,40.1164204
"Radnor,+PA",-75.3599105,40.0462208
"Walnut+Creek,+CA",-122.0651819,37.9100783
"Basking+Ridge,+NJ",-74.5493284,40.7066174
"Sandy,+UT",-111.8389726,40.5649781
"Crystal+City,+VA",-77.0521289,38.855419
"Santa+Fe,+NM",-105.937799,35.6869752
"Elk+Grove+Village,+IL",-87.9703461,42.0039178
"Hoffman+Estates,+IL",-88.12271989999999,42.0629915
"Woodlawn,+MD",-76.72802770000001,39.3228841
"Evendale,+OH",-84.417997,39.2561691
"Lake+County,+IL",-87.8271534,42.3689363
"Santa+Cruz,+CA",-122.0307963,36.9741171
"Bradenton,+FL",-82.5748194,27.4989278
"Centreville,+VA",-77.42887689999999,38.8403909
"Schenectady,+NY",-73.9395687,42.8142432
"Tualatin,+OR",-122.7819595,45.3779317
"Racine,+WI",-87.78285230000002,42.7261309
"Dallas-Fort+Worth,+TX",-97.3307658,32.7554883
"Loveland,+CO",-105.0749801,40.3977612
"Concord,+NH",-71.5375718,43.2081366
"Richfield,+MN",-93.28300209999999,44.8832982
"Cranberry+Township,+PA",-80.1071379,40.6849626
"Summit,+NJ",-74.3646122,40.7146376
"Peoria,+IL",-89.5889864,40.6936488
"Itasca,+IL",-88.0072909,41.9750287
"Rio+Rancho,+NM",-106.6630437,35.2327544
"Mentor,+OH",-81.339552,41.6661573
"Greenville,+NC",-77.3663538,35.612661
"Altamonte+Springs,+FL",-81.3656242,28.6611089
"Sterling+Heights,+MI",-83.0302033,42.5803122
"Asheville,+NC",-82.5514869,35.5950581
"Bowie,+MD",-76.77913649999999,39.0067768
"University+Park,+PA",-77.86531260000001,40.8147955
"Purchase,+NY",-73.7144477,41.0400135
"Tukwila,+WA",-122.2609558,47.4739884
"Roswell,+GA",-84.3615555,34.0232431
"Lawrenceville,+GA",-83.9879625,33.9562149
"Hauppauge,+NY",-73.2026138,40.8256536
"Lorton,+VA",-77.2277603,38.704282
"Tustin,+CA",-117.8236391,33.7420005
"Redstone+Arsenal,+AL",-86.65103289999999,34.6950842
"Glenview,+IL",-87.8223368,42.0778065
"Northville,+MI",-83.4832692,42.4311464
"Belmont,+CA",-122.2758008,37.5202145
"Neenah,+WI",-88.462609,44.1858193
"Blue+Bell,+PA",-75.26628900000001,40.1523309
"Solon,+OH",-81.44122589999999,41.3897764
"Bloomfield,+CT",-72.73009449999999,41.826488
"La+Jolla,+CA",-117.2712717,32.8328112
"Roseland,+NJ",-74.2937594,40.8206555
"Wilton,+CT",-73.4378988,41.1953739
"Reading,+PA",-75.9268747,40.3356483
"Arlington+Heights,+IL",-87.98062650000001,42.0883603
"Suitland,+MD",-76.9240422,38.8485264
"Trenton,+NJ",-74.759717,40.2205824
"Westlake,+OH",-81.9179173,41.4553232
"Beltsville,+MD",-76.9074739,39.0348317
"Grapevine,+TX",-97.0780654,32.9342919
"Schriever+AFB,+CO",-104.5130967,38.7981865
"Eglin+AFB,+FL",-86.5533382,30.4635583
"Lakeland,+FL",-81.9498042,28.0394654
"Woonsocket,+RI",-71.51478390000001,42.00287609999999
"Manhattan+Beach,+CA",-118.4109089,33.8847361
"Middletown,+CT",-72.6506488,41.5623209
"Holmdel,+NJ",-74.18403219999999,40.3451095
"Los+Altos,+CA",-122.1141298,37.3852183
"Canton,+OH",-81.378447,40.79894729999999
"Folsom,+CA",-121.1760583,38.6779591
"Industry,+CA",-117.9586754,34.0197335
"Iselin,+NJ",-74.3223703,40.5753817
"Hollywood,+CA",-118.3286614,34.0928092
"Windsor+Locks,+CT",-72.6454469,41.9242917
"Midland,+TX",-102.0779146,31.9973456
"Lombard,+IL",-88.00784349999999,41.8800296
"Portsmouth,+VA",-76.2982742,36.8354258
"Vernon+Hills,+IL",-87.9653565,42.23933230000001
"West+Chester,+OH",-84.41726659999999,39.3321262
"Beverly,+MA",-70.880049,42.5584283
"Buena+Park,+CA",-117.9981387,33.8674044
"Langley+AFB,+VA",-76.35922409999999,37.08350739999999
"Wauwatosa,+WI",-88.0075875,43.0494572
"Weehawken,+NJ",-74.02537149999999,40.7663711
"State+College,+PA",-77.8600012,40.7933949
"High+Point,+NC",-80.0053176,35.9556923
"Sarasota,+FL",-82.53065269999999,27.3364347
"Malibu,+CA",-118.7797571,34.0259216
"Westford,+MA",-71.4378411,42.5792583
"Midvale,+UT",-111.8999353,40.6110589
"Towson,+MD",-76.6019125,39.4014955
"Newtown,+PA",-74.9322596,40.2283371
"East+Lansing,+MI",-84.48386540000001,42.7369792
"O'Fallon,+IL",-89.910991,38.592323
"Burr+Ridge,+IL",-87.91839189999999,41.74892029999999
"Santa+Fe+Springs,+CA",-118.0853451,33.9472359
"Wellesley,+MA",-71.29238769999999,42.296797
"Newport,+RI",-71.3128285,41.4901024
"Holland,+MI",-86.1089301,42.7875235
"Shakopee,+MN",-93.5272861,44.7973962
"Thousand+Oaks,+CA",-118.8375937,34.1705609
"Doral,+FL",-80.3553302,25.8195424
"Danbury,+CT",-73.4540111,41.394817
"Danvers,+MA",-70.93212199999999,42.5750009
"Ridgefield+Park,+NJ",-74.0215285,40.8570442
"Raleigh-Durham,+NC",-78.86364019999999,35.8991678
"Suffolk,+VA",-76.5835621,36.7282054
"Rochester+Hills,+MI",-83.1499322,42.65836609999999
"Warrendale,+PA",-80.0794925,40.65320759999999
"Sparks,+NV",-119.7526886,39.5349112
"Saginaw,+MI",-83.9508068,43.4194699
